,Date,Country,City,Street,Latitude,Longitude
331,6 may 2025,MX,Guadalajara,Libertad,20.671318,-103.349643
332,6 may 2025,MX,Zapopan,Av. Universidad,20.70212,-103.416726
333,6 may 2025,MX,Guadalajara,Av. López Mateos Sur,20.66442,-103.393974
334,6 may 2025,MX,Guadalajara,Circunvalación Agustín Yáñez,20.660363,-103.359331
335,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.634696,-103.438
336,6 may 2025,MX,Guadalajara,Av. Miguel Hidalgo y Costilla (Carriles Izquierdos),20.676798,-103.375163
337,6 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.649431,-103.365158
338,6 may 2025,MX,Zapopan,Real Acueducto,20.70865,-103.410143
339,6 may 2025,MX,Zapopan,Av. Paseo Royal Country,20.705553,-103.413599
340,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.605433,-103.39996
341,6 may 2025,MX,Guadalajara,,20.693958,-103.375184
342,6 may 2025,MX,Guadalajara,Circunvalación Agustín Yáñez,20.664542,-103.369892
343,6 may 2025,MX,Guadalajara,Av. Revolución Pte.,20.651269,-103.310931
344,6 may 2025,MX,Zapopan,Lateral,20.726471,-103.416644
345,6 may 2025,MX,Tlaquepaque,Privada Río Blanco,20.585348,-103.338959
346,6 may 2025,MX,Tlaquepaque,Av. Jesús Michel González,20.588217,-103.383214
347,6 may 2025,MX,Zapopan,Av. Juan Gil Preciado,20.740788,-103.406653
348,6 may 2025,MX,Guadalajara,República,20.6776,-103.338689
349,6 may 2025,MX,Zapopan,Lateral Periférico Nte. Manuel Gómez Morín,20.7387,-103.378761
350,6 may 2025,MX,Tlaquepaque,Av. Jesús Michel González,20.578855,-103.38758
351,6 may 2025,MX,Tlaquepaque,Av. Jesús Michel González,20.579891,-103.387029
352,6 may 2025,MX,Zapopan,Paseo del Prado,20.689917,-103.406541
353,6 may 2025,MX,Guadalajara,Av. Montevideo,20.693226,-103.395103
354,6 may 2025,MX,Zapopan,Miguel León Portilla,20.717199,-103.394738
355,6 may 2025,MX,Guadalajara,Av. Artesanos,20.710903,-103.296754
356,6 may 2025,MX,Zapopan,Av. Las Torres,20.669741,-103.460734
357,6 may 2025,MX,Zapopan,,20.717523,-103.479444
358,6 may 2025,MX,Guadalajara,Av. Revolución Pte.,20.651222,-103.310506
359,6 may 2025,MX,Zapopan,Av. Arco del Triunfo,20.740475,-103.407966
360,6 may 2025,MX,Zapopan,Retorno,20.712378,-103.436011
361,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.640952,-103.440204
362,6 may 2025,MX,Zapopan,Av. Patria,20.710637,-103.386069
363,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.580408,-103.372292
364,6 may 2025,MX,Guadalajara,Circunvalación Agustín Yáñez,20.663411,-103.366923
365,6 may 2025,MX,Zapopan,Prolongación Fray Antonio Alcalde,20.726266,-103.345141
366,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.577932,-103.36316
367,6 may 2025,MX,Zapopan,Lateral Periférico Pte. Manuel Gómez Morín,20.717108,-103.426658
368,6 may 2025,MX,Zapopan,Av. Valle de Atemajac,20.624928,-103.418923
369,6 may 2025,MX,Zapopan,Prol. Av. 5 de Mayo,20.717029,-103.465748
370,6 may 2025,MX,Guadalajara,Av. Revolución,20.644813,-103.303996
371,6 may 2025,MX,Guadalajara,Lateral Calz. Lázaro Cárdenas,20.65457,-103.375404
372,6 may 2025,MX,Guadalajara,Av. Revolución Pte.,20.670505,-103.34383
373,6 may 2025,MX,Tlaquepaque,Av. Francisco Silva Romero,20.631821,-103.295845
374,6 may 2025,MX,Guadalajara,Lateral Av. López Mateos Norte,20.684577,-103.380838
375,6 may 2025,MX,Guadalajara,Av. Ignacio L. Vallarta,20.674602,-103.367109
376,6 may 2025,MX,Zapopan,Av. Dr. Ángel Leaño,20.761987,-103.416472
377,6 may 2025,MX,Zapopan,Av. Ignacio L. Vallarta,20.675821,-103.406838
378,6 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,20.740401,-103.392044
379,6 may 2025,MX,Zapopan,Av. de las Américas,20.712281,-103.381237
380,6 may 2025,MX,Zapopan,Carril Izquierdo - Puerto Vallarta / Saltillo,20.618025,-103.429477
381,6 may 2025,MX,Guadalajara,Félix Palavicini,20.706026,-103.349298
382,6 may 2025,MX,Zapopan,Circuito Federalistas,20.729074,-103.42615
383,6 may 2025,MX,Guadalajara,Carriles Centrales,20.652,-103.369535
384,6 may 2025,MX,Tlaquepaque,Lateral Periférico Sur Manuel Gómez Morín,20.576655,-103.353996
385,6 may 2025,MX,Tlaquepaque,Río Seco,20.626661,-103.304794
386,6 may 2025,MX,Zapopan,Retorno,20.635163,-103.438112
387,6 may 2025,MX,Guadalajara,Calz. del Ejército,20.653502,-103.336603
388,6 may 2025,MX,Guadalajara,Circunvalación Agustín Yáñez,20.666704,-103.376334
389,6 may 2025,MX,Zapopan,Av. Patria,20.706763,-103.412487
390,6 may 2025,MX,Zapopan,Av. Dr. Ángel Leaño,20.757706,-103.415268
391,6 may 2025,MX,Tlaquepaque,Lateral Carretera a Chapala,20.621386,-103.321752
392,6 may 2025,MX,Zapopan,Camino Arenero,20.704151,-103.467
393,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.613128,-103.424386
394,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.712326,-103.43552
395,6 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,20.73175,-103.411284
396,6 may 2025,MX,Tlaquepaque,Aeropuerto,20.589327,-103.323031
397,6 may 2025,MX,Zapopan,Pedro Simón Laplace,20.63225,-103.420356
398,6 may 2025,MX,Guadalajara,Av. Acueducto,20.694834,-103.395499
399,6 may 2025,MX,Guadalajara,Luis Pérez Verdía,20.67847,-103.377268
400,6 may 2025,MX,Guadalajara,Constancia,20.667258,-103.330957
401,6 may 2025,MX,Guadalajara,Lateral Circunvalación Jorge Álvarez del Castillo,20.704808,-103.364492
402,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.675653,-103.45523
403,6 may 2025,MX,Zapopan,Lateral Av. López Mateos Sur,20.656038,-103.399718
404,6 may 2025,MX,Guadalajara,Av. Patria,20.628411,-103.393763
405,6 may 2025,MX,Tlaquepaque,Camino Real a Colima,20.60784,-103.396043
406,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.681756,-103.455146
407,6 may 2025,MX,Guadalajara,Isla Gomera,20.637587,-103.390945
408,6 may 2025,MX,Zapopan,Av. Conchita,20.637273,-103.403489
409,6 may 2025,MX,Guadalajara,Libertad,20.67128,-103.348991
410,6 may 2025,MX,Zapopan,Av. Aviación,20.743176,-103.447791
411,6 may 2025,MX,Zapopan,Av. del Servidor Público,20.736711,-103.430742
412,6 may 2025,MX,Zapopan,Av. Mariano Otero,20.639638,-103.417353
413,6 may 2025,MX,Guadalajara,Cuba,20.649718,-103.373767
414,6 may 2025,MX,Tlaquepaque,Calz. Lázaro Cárdenas,20.624452,-103.307166
415,6 may 2025,MX,Zapopan,Felipe Ángeles,20.611013,-103.426727
416,6 may 2025,MX,Zapopan,Lateral Av. Juan Gil Preciado,20.74838,-103.417073
417,6 may 2025,MX,Zapopan,Av. Universidad,20.702128,-103.416748
418,6 may 2025,MX,Zapopan,Av. Juan Gil Preciado,20.765565,-103.441022
419,6 may 2025,MX,Guadalajara,Carriles Centrales,20.624309,-103.387308
420,6 may 2025,MX,Zapopan,Avenida Patria,20.709092,-103.409285
421,6 may 2025,MX,Guadalajara,Av. Topacio,20.653343,-103.393763
422,6 may 2025,MX,Guadalajara,Herrera y Cairo,20.682876,-103.358356
423,6 may 2025,MX,Guadalajara,Clemente Aguirre,20.68323,-103.333267
424,6 may 2025,MX,Zapopan,Lateral Av. López Mateos Sur,20.654228,-103.400634
425,6 may 2025,MX,Zapopan,Av. Patria,20.701757,-103.415394
426,6 may 2025,MX,Guadalajara,Av. López Mateos Norte,20.690283,-103.37688
427,6 may 2025,MX,Guadalajara,José Luis Verdía,20.65725,-103.340141
428,6 may 2025,MX,Zapopan,Av. Juan Pablo II,20.731135,-103.393675
429,6 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,20.723528,-103.420109
430,6 may 2025,MX,Guadalajara,Alberta,20.702968,-103.385774
431,6 may 2025,MX,Zapopan,Miguel León Portilla,20.714984,-103.395383
432,6 may 2025,MX,Guadalajara,Av. de los Ahuehuetes,20.619987,-103.388356
433,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.577285,-103.36139
434,6 may 2025,MX,Guadalajara,Gigantes,20.659653,-103.274706
435,6 may 2025,MX,Zapopan,Av. Patria,20.630998,-103.407153
436,6 may 2025,MX,Guadalajara,Colomos,20.696254,-103.376379
437,6 may 2025,MX,Tlaquepaque,Calz. Lázaro Cárdenas,20.62586,-103.328586
438,6 may 2025,MX,Zapopan,Lateral Av. López Mateos Sur,20.631075,-103.416262
439,6 may 2025,MX,Zapopan,Av. Paseo Royal Country,20.706031,-103.414405
440,6 may 2025,MX,Zapopan,Av. Acueducto,20.724709,-103.41965
441,6 may 2025,MX,Guadalajara,Pino Suárez,20.679833,-103.345966
442,6 may 2025,MX,Guadalajara,Lateral Av. Patria,20.711016,-103.381558
443,6 may 2025,MX,Guadalajara,Lerdo de Tejada,20.671293,-103.375114
444,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.638524,-103.439774
445,6 may 2025,MX,Zapopan,Calz. Lázaro Cárdenas,20.677908,-103.417636
446,6 may 2025,MX,Zapopan,Industria Metalúrgica,20.740621,-103.398911
447,6 may 2025,MX,Zapopan,Lateral Av. Ignacio L. Vallarta,20.681175,-103.431433
448,6 may 2025,MX,Zapopan,Av. Ignacio L. Vallarta,20.691569,-103.450513
449,6 may 2025,MX,Zapopan,Prol. Mariano Otero,20.629581,-103.450369
450,6 may 2025,MX,Guadalajara,Av. Revolución,20.647723,-103.305845
451,6 may 2025,MX,Zapopan,Paseo de los Virreyes,20.706659,-103.414538
452,6 may 2025,MX,Zapopan,Av. Patria,20.65588,-103.422911
453,6 may 2025,MX,Guadalajara,Av. de las Américas,20.706594,-103.377034
454,6 may 2025,MX,Zapopan,Av. Acueducto,20.74039,-103.425113
455,6 may 2025,MX,Zapopan,Av. Juan Palomar y Arias / Av. Servidor Público,20.716782,-103.42819
456,6 may 2025,MX,Zapopan,Av. Inglaterra,20.691231,-103.440181
457,6 may 2025,MX,Tlaquepaque,Cardenal,20.605069,-103.338483
458,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.599072,-103.392924
459,6 may 2025,MX,Guadalajara,Av. Miguel Hidalgo y Costilla,20.676917,-103.366703
460,6 may 2025,MX,Guadalajara,Av. Cristóbal Colón,20.653904,-103.364124
461,6 may 2025,MX,Zapopan,Lateral Av. Juan Gil Preciado,20.741555,-103.408348
462,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.578084,-103.363752
463,6 may 2025,MX,Zapopan,Av. Juan Pablo II,20.72293,-103.38754
464,6 may 2025,MX,Guadalajara,Av. López Mateos Sur,20.669827,-103.390384
465,6 may 2025,MX,Zapopan,Prol. Dr. Ángel Leaño,20.768679,-103.419451
466,6 may 2025,MX,Zapopan,Av. Base Aérea Militar,20.752293,-103.442855
467,6 may 2025,MX,Zapopan,Av. Mariano Otero,20.632315,-103.42879
468,6 may 2025,MX,Tlaquepaque,Incalpa,20.575496,-103.347932
469,6 may 2025,MX,Zapopan,Av. del Servidor Público,20.730222,-103.431075
470,6 may 2025,MX,Zapopan,Lateral Periférico Nte. Manuel Gómez Morín,20.734106,-103.363686
471,6 may 2025,MX,Zapopan,Paseo Solares,20.725921,-103.458176
472,6 may 2025,MX,Guadalajara,Los Ángeles,20.663604,-103.346387
473,6 may 2025,MX,Zapopan,Av. Juan Gil Preciado,20.787262,-103.470932
474,6 may 2025,MX,Guadalajara,Av. Río Nilo,20.650406,-103.324118
475,6 may 2025,MX,Zapopan,Retorno / Las Cañadas / Carrt. Tesistán,20.739589,-103.38399
476,6 may 2025,MX,Guadalajara,Circunvalación Agustín Yáñez,20.670438,-103.384471
477,6 may 2025,MX,Zapopan,Independencia,20.777631,-103.399318
478,6 may 2025,MX,Guadalajara,Periférico Nte. Manuel Gómez Morín,20.703569,-103.284071
479,6 may 2025,MX,Tlaquepaque,Calz. Lázaro Cárdenas,20.624846,-103.306656
480,6 may 2025,MX,Tlaquepaque,Av. Patria,20.63276,-103.285041
481,6 may 2025,MX,Zapopan,Antiguo Camino a Tesistán,20.743898,-103.420054
482,6 may 2025,MX,Zapopan,Av. Acueducto,20.715409,-103.411363
483,6 may 2025,MX,Tlaquepaque,Lateral Autopista Zapotlanejo,20.627608,-103.289571
484,6 may 2025,MX,Tlaquepaque,Retorno,20.608081,-103.404735
485,6 may 2025,MX,Zapopan,Av. Vallarta / Av. Patria,20.678163,-103.41355
486,6 may 2025,MX,Guadalajara,Blvd. Marcelino García Barragán,20.647155,-103.321365
487,6 may 2025,MX,Guadalajara,Periférico Nte. Manuel Gómez Morín,20.703511,-103.283698
488,6 may 2025,MX,Zapopan,Av. Patria,20.680401,-103.421416
489,6 may 2025,MX,Tlaquepaque,Adolf B. Horn Jr.,20.574134,-103.363767
490,6 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.648852,-103.364507
491,6 may 2025,MX,Zapopan,Calz. Federalistas,20.74412,-103.429849
492,6 may 2025,MX,Guadalajara,Alfredo R. Plascencia,20.689768,-103.371735
493,6 may 2025,MX,Zapopan,Av. Aviación,20.71695,-103.455678
494,6 may 2025,MX,Guadalajara,José María Vigil,20.690139,-103.377543
495,6 may 2025,MX,Guadalajara,Av. Gobernador Luis G. Curiel,20.644577,-103.352521
496,6 may 2025,MX,Zapopan,Av. Patria,20.647833,-103.422071
497,6 may 2025,MX,Guadalajara,Circunvalación División del Norte,20.706793,-103.352462
498,6 may 2025,MX,Zapopan,Av. Acueducto,20.707567,-103.405417
499,6 may 2025,MX,Zapopan,Prol. Mariano Otero,20.630411,-103.438702
500,6 may 2025,MX,Zapopan,Lateral Periférico Pte. Manuel Gómez Morín,20.702741,-103.449863
501,6 may 2025,MX,Zapopan,Lateral Blvd. Bugambilias,20.603776,-103.442384
502,6 may 2025,MX,Zapopan,Av. Santa Margarita,20.729937,-103.431423
503,6 may 2025,MX,Zapopan,Colotlán / Tesistán,20.738976,-103.402477
504,6 may 2025,MX,Guadalajara,Av. Miguel Hidalgo y Costilla,20.676801,-103.371834
505,6 may 2025,MX,Guadalajara,Av. 8 de Julio,20.619498,-103.372955
506,6 may 2025,MX,Guadalajara,Puerto Progreso,20.706931,-103.311353
507,6 may 2025,MX,Guadalajara,Circunvalación Jorge Álvarez del Castillo,20.704153,-103.364868
508,6 may 2025,MX,Zapopan,Av. Obelisco,20.71353,-103.382669
509,6 may 2025,MX,Guadalajara,Av. Enrique Díaz de León Nte.,20.687886,-103.359048
510,6 may 2025,MX,Zapopan,Av. Mariano Otero,20.637745,-103.420048
511,6 may 2025,MX,Zapopan,Av. Central Guillermo Gonzalez Camarena,20.727677,-103.431154
512,6 may 2025,MX,Guadalajara,Av. Manuel Ávila Camacho,20.711125,-103.373158
513,6 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,20.731023,-103.35166
514,6 may 2025,MX,Tlaquepaque,Calz. Lázaro Cárdenas,20.626309,-103.329717
515,6 may 2025,MX,Zapopan,Tenochtitlan,20.648181,-103.404995
516,6 may 2025,MX,Tlaquepaque,Santos Degollado,20.600307,-103.350615
517,6 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,20.73995,-103.384236
518,6 may 2025,MX,Zapopan,Av. Juan Gil Preciado,20.747043,-103.41535
519,6 may 2025,MX,Zapopan,Calz. Lázaro Cárdenas,20.675794,-103.413757
520,6 may 2025,MX,Zapopan,Arco de la Estrella,20.740286,-103.413106
521,6 may 2025,MX,Guadalajara,Industria,20.67868,-103.332144
522,6 may 2025,MX,Guadalajara,Fray Angélico,20.6095,-103.342293
523,6 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.6617,-103.388086
524,6 may 2025,MX,Guadalajara,Silvestre Revueltas,20.691099,-103.334274
525,6 may 2025,MX,Guadalajara,Manuel López Cotilla,20.674487,-103.343175
526,6 may 2025,MX,Guadalajara,Av. González Gallo Izquierda,20.635249,-103.326383
527,6 may 2025,MX,Guadalajara,,20.7108,-103.376008
528,6 may 2025,MX,Tlaquepaque,Calz. Lázaro Cárdenas,20.625623,-103.328219
529,6 may 2025,MX,Guadalajara,,20.665964,-103.355674
530,6 may 2025,MX,Guadalajara,Av. Cristóbal Colón,20.621395,-103.389649
531,6 may 2025,MX,Zapopan,León Tolstoi,20.68675,-103.425772
532,6 may 2025,MX,Zapopan,Av. Juan Gil Preciado,20.741729,-103.40825
533,6 may 2025,MX,Guadalajara,Av. España,20.660238,-103.355436
534,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.595344,-103.313863
535,6 may 2025,MX,Guadalajara,Circunvalación Agustín Yáñez,20.659748,-103.35728
536,6 may 2025,MX,Tlaquepaque,Capulín,20.621788,-103.303936
537,6 may 2025,MX,Guadalajara,Circunvalación División del Norte,20.705519,-103.348336
538,6 may 2025,MX,Zapopan,Lateral Periférico Pte. Manuel Gómez Morín,20.709715,-103.442074
539,6 may 2025,MX,Tlaquepaque,Adolf B. Horn Jr.,20.57898,-103.362095
540,6 may 2025,MX,Zapopan,Industria Mecánica,20.742616,-103.390376
541,6 may 2025,MX,Zapopan,Av. Inglaterra,20.717888,-103.479124
542,6 may 2025,MX,Guadalajara,Av. Cristóbal Colón,20.633708,-103.380077
543,6 may 2025,MX,Zapopan,Av. Mariano Otero,20.646302,-103.406747
544,6 may 2025,MX,Zapopan,Av. Ignacio L. Vallarta,20.678786,-103.420594
545,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.583183,-103.335202
546,6 may 2025,MX,Zapopan,Av. Ignacio L. Vallarta,20.680223,-103.427863
547,6 may 2025,MX,Zapopan,Av. Guadalupe,20.658993,-103.441675
548,6 may 2025,MX,Zapopan,Av. Juan Pablo II,20.736778,-103.401437
549,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.640485,-103.44001
550,6 may 2025,MX,Guadalajara,,20.694619,-103.348917
551,6 may 2025,MX,Zapopan,Av. Paseo Royal Country,20.708475,-103.423471
552,6 may 2025,MX,Zapopan,Industria Metalúrgica,20.740703,-103.394776
553,6 may 2025,MX,Zapopan,Santa Catalina Sur,20.724842,-103.451915
554,6 may 2025,MX,Zapopan,Lateral Periférico Nte. Manuel Gómez Morín,20.740434,-103.385131
555,6 may 2025,MX,Zapopan,Av. Patria,20.696672,-103.415806
556,6 may 2025,MX,Zapopan,Valle de los Imperios,20.782138,-103.429594
557,6 may 2025,MX,Guadalajara,Periférico Nte. Manuel Gómez Morín,20.721034,-103.321949
558,6 may 2025,MX,Guadalajara,Sierra Nevada,20.700392,-103.326843
559,6 may 2025,MX,Zapopan,Lateral Av. Juan Gil Preciado,20.775076,-103.454316
560,6 may 2025,MX,Tlaquepaque,Santa Cruz del Valle,20.566506,-103.355217
561,6 may 2025,MX,Guadalajara,Av. Enrique Díaz de León Nte.,20.680179,-103.35929
562,6 may 2025,MX,Zapopan,Ramón Corona,20.71939,-103.351635
563,6 may 2025,MX,Zapopan,Av. Mariano Otero,20.64449,-103.409726
564,6 may 2025,MX,Tlaquepaque,,20.623801,-103.322569
565,6 may 2025,MX,Guadalajara,Lateral Calz. Lázaro Cárdenas,20.640082,-103.347533
566,6 may 2025,MX,Guadalajara,Calz. Independencia Nte.,20.68018,-103.33929
567,6 may 2025,MX,Zapopan,Av. López Mateos Sur,20.604558,-103.433724
568,6 may 2025,MX,Tlaquepaque,Av. Conchita,20.633005,-103.397717
569,6 may 2025,MX,Guadalajara,Av. Río Nilo,20.647632,-103.315743
570,6 may 2025,MX,Guadalajara,Av. López Mateos Sur,20.667281,-103.392074
571,6 may 2025,MX,Guadalajara,Luis Pérez Verdía,20.689191,-103.37726
572,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.676378,-103.455121
573,6 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.659441,-103.383922
574,6 may 2025,MX,Zapopan,Lateral Av. Juan Gil Preciado,20.775008,-103.454223
575,6 may 2025,MX,Zapopan,Av. de las Américas,20.713478,-103.384097
576,6 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,20.740413,-103.391456
577,6 may 2025,MX,Tlaquepaque,Av. Francisco Silva Romero,20.641053,-103.302125
578,6 may 2025,MX,Guadalajara,Calz. Independencia Sur,20.673953,-103.342457
579,6 may 2025,MX,Zapopan,Independencia,20.783408,-103.400215
580,6 may 2025,MX,Guadalajara,Lateral Av. de las Américas,20.696149,-103.373392
581,6 may 2025,MX,Tlaquepaque,Marcos Montero Ruiz,20.632833,-103.319633
582,6 may 2025,MX,Zapopan,Av. Patria,20.701769,-103.415389
583,6 may 2025,MX,Zapopan,Prol. Av. 5 de Mayo,20.71394,-103.459996
584,6 may 2025,MX,Zapopan,Misión Santo Tomás,20.657556,-103.442623
585,6 may 2025,MX,Guadalajara,Av. López Mateos Norte,20.690014,-103.377102
586,6 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.629778,-103.334912
587,6 may 2025,MX,Zapopan,Av. Anastasio Bustamante,20.608769,-103.432479
588,6 may 2025,MX,Zapopan,Prolongación Fray Antonio Alcalde,20.723734,-103.345438
589,6 may 2025,MX,Guadalajara,Analco,20.671819,-103.33956
590,6 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,20.731291,-103.411578
591,6 may 2025,MX,Zapopan,Av. Juan Palomar y Arias,20.717002,-103.426828
592,6 may 2025,MX,Zapopan,Industria Metalúrgica,20.740696,-103.395122
593,6 may 2025,MX,Guadalajara,Av. Miguel López de Legazpi,20.638279,-103.375094
594,6 may 2025,MX,Guadalajara,Doctor Pérez Arce,20.667609,-103.326583
595,6 may 2025,MX,Guadalajara,Lateral Calz. Lázaro Cárdenas,20.647713,-103.361616
596,6 may 2025,MX,Zapopan,Av. México,20.677802,-103.407732
597,6 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.657531,-103.380495
598,6 may 2025,MX,Zapopan,Av. Guadalajara Sur,20.757925,-103.434728
599,6 may 2025,MX,Zapopan,Calz. Lázaro Cárdenas Túnel,20.674869,-103.411946
600,6 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.660411,-103.385706
601,6 may 2025,MX,Zapopan,Prol. Pino Suárez,20.736339,-103.388411
602,6 may 2025,MX,Zapopan,Lateral Av. Juan Gil Preciado,20.741229,-103.407906
603,6 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.667846,-103.399071
604,6 may 2025,MX,Tlaquepaque,Av. Jesús Michel González,20.585184,-103.384774
605,6 may 2025,MX,Zapopan,Ingenieros,20.663045,-103.426664
606,6 may 2025,MX,Guadalajara,Monte de las Ánimas,20.691237,-103.33409
607,6 may 2025,MX,Zapopan,Av. Guadalupe,20.662648,-103.421754
608,6 may 2025,MX,Zapopan,Av. Juan Gil Preciado,20.747198,-103.415566
609,6 may 2025,MX,Zapopan,Eca do Queirós,20.691133,-103.419115
610,6 may 2025,MX,Zapopan,Av. Acueducto,20.711791,-103.40875
611,6 may 2025,MX,Zapopan,Av. Campo Rey,20.791629,-103.44565
612,6 may 2025,MX,Guadalajara,Av. 8 de Julio,20.632245,-103.36765
613,6 may 2025,MX,Zapopan,Lateral Av. López Mateos Sur,20.625633,-103.419532
614,6 may 2025,MX,Guadalajara,Av. Patria,20.709465,-103.390841
615,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.577892,-103.363004
616,6 may 2025,MX,Tlaquepaque,Av. Magallanes,20.563853,-103.442166
617,6 may 2025,MX,Guadalajara,Av. Ignacio L. Vallarta,20.674616,-103.366531
618,6 may 2025,MX,Guadalajara,Calz. del Federalismo Norte,20.71418,-103.354533
619,6 may 2025,MX,Guadalajara,Puerto Melaque,20.678299,-103.294756
620,6 may 2025,MX,Zapopan,Av. Acueducto,20.735054,-103.423807
621,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.575927,-103.349372
622,6 may 2025,MX,Guadalajara,Av. Niños Héroes,20.666617,-103.358806
623,6 may 2025,MX,Zapopan,Lateral Av. Ignacio L. Vallarta,20.67841,-103.419823
624,6 may 2025,MX,Zapopan,Av. Ignacio L. Vallarta,20.682599,-103.438758
