Date,Country,City,Street,Location,Avg Reliability
27 may 2025,JM,null,Marcus Garvey Dr,Point(-76.816758 17.978627),6
27 may 2025,JM,null,A1 - North Coast Highway,Point(-77.224919 18.447288),5
27 may 2025,JM,null,A1 - North Coast Highway,Point(-77.569652 18.472565),5
27 may 2025,JM,null,Marcus Garvey Dr,Point(-76.823183 17.984122),5
27 may 2025,JM,null,Maxfield Ave,Point(-76.803721 18.000191),9
27 may 2025,JM,Spanish Town,McVickers Ln,Point(-76.97268 17.988888),5
27 may 2025,JM,Kingston 10,Montgomery Ave,Point(-76.806323 18.005477),5
27 may 2025,JM,Mount Salem,Mount Salem Rd,Point(-77.913791 18.467593),5
27 may 2025,JM,Mount Salem,Mount Salem Rd,Point(-77.91071 18.467515),5
27 may 2025,JM,null,Municipal Blvd,Point(-76.895254 18.006667),9
27 may 2025,JM,Kingston 8,Old Church Rd,Point(-76.790739 18.026611),5
27 may 2025,JM,null,A1 - North Coast Highway,Point(-77.899567 18.507484),8
27 may 2025,JM,null,A1 - Spanish Town By-pass Rd,Point(-76.957923 17.988095),5
27 may 2025,JM,null,A1 - Spanish Town Rd,Point(-76.85278 18.023441),9
27 may 2025,JM,Kingston,A2 (W) - Washington Blvd,Point(-76.846154 18.025965),6
27 may 2025,JM,Liguanea,Old Hope Rd,Point(-76.767434 18.020086),5
27 may 2025,JM,Kingston 20,Pamela Ave,Point(-76.810492 18.03189),5
27 may 2025,JM,null,A2 - East St,Point(-77.10525 17.938769),5
27 may 2025,JM,Downtown Kingston,Port Royal St,Point(-76.796989 17.965955),6
27 may 2025,JM,null,Red Hills Rd,Point(-76.806064 18.031251),5
27 may 2025,JM,Amity Hall (St. Catherine),A2 - Old Harbour Rd,Point(-77.048122 17.955138),5
27 may 2025,JM,Montego Bay,Sewell Ave,Point(-77.924782 18.482105),5
27 may 2025,JM,null,T2 Kingston - Portmore Toll Rd,Point(-76.845375 17.971523),10
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-76.920482 18.027316),5
27 may 2025,JM,New Kingston,Trafalgar Rd,Point(-76.781171 18.007762),5
27 may 2025,JM,null,A2 - Old Harbour Rd,Point(-77.040619 17.958594),5
27 may 2025,JM,null,A2 - Old Harbour Rd,Point(-76.973364 17.991693),5
27 may 2025,JM,New Kingston,Trafalgar Rd,Point(-76.790345 18.01193),5
27 may 2025,JM,Mandeville,Ward Ave,Point(-77.513758 18.039028),5
27 may 2025,JM,null,A2 E - Dunrobin Ave,Point(-76.803993 18.026468),5
27 may 2025,JM,Mosquito Cove,A1 - Kew Bridge to Lucea Rd,Point(-78.110688 18.44284),5
27 may 2025,JM,null,A1 - North Coast Highway,Point(-77.701556 18.495728),5
27 may 2025,JM,null,A3 (N) - Constant Spring Rd,Point(-76.796391 18.022738),5
27 may 2025,JM,null,A1 E - Nelson Mandela Hwy,Point(-76.859521 18.025961),10
27 may 2025,JM,null,A3 (N) - Constant Spring Rd,Point(-76.793411 18.05071),5
27 may 2025,JM,Bull Bay,A4 - Harbour View to Bull Bay Rd,Point(-76.665642 17.940589),5
27 may 2025,JM,Harbour View,A4 - Harbour View to Bull Bay Rd,Point(-76.71023 17.949701),6
27 may 2025,JM,Half Way Tree,A3 (S) - Constant Spring Rd,Point(-76.796273 18.02172),5
27 may 2025,JM,Kingston 10,A3 - Maxfield Ave,Point(-76.799837 18.00768),5
27 may 2025,JM,Nain,Alpart Road,Point(-77.593703 17.979667),5
27 may 2025,JM,null,Angels Toll Plaza,Point(-76.972939 18.038362),5
27 may 2025,JM,Buff Bay,A4 - Thompson Ave,Point(-76.659516 18.234195),5
27 may 2025,JM,Delacree Pen,East Bell Rd,Point(-76.821526 17.991241),5
27 may 2025,JM,Kingston 10,Hagley Park Rd,Point(-76.814397 18.005977),6
27 may 2025,JM,Montego Bay,Alice Eldemire Dr,Point(-77.929719 18.458132),5
27 may 2025,JM,null,T1 (E) - East West Hwy,Point(-77.024283 17.957688),6
27 may 2025,JM,null,T1 (W) - East West Hwy,Point(-77.401726 18.000508),6
27 may 2025,JM,null,T2 > Spanish Town Portmore,Point(-76.853808 17.967269),5
27 may 2025,JM,Falmouth,Tharpe St,Point(-77.651375 18.491328),5
27 may 2025,JM,Barbican,Barbican Rd,Point(-76.778903 18.031623),9
27 may 2025,JM,Montego Bay,Corinaldi Ave,Point(-77.915924 18.469745),5
27 may 2025,JM,Three Miles,Three Mile Overpass,Point(-76.826722 17.996368),5
27 may 2025,JM,Kingston,A2 (W) - Washington Blvd,Point(-76.852443 18.025897),10
27 may 2025,JM,Spur Tree,A2 - Spur Tree Rd,Point(-77.572674 18.002387),10
27 may 2025,JM,null,A2 - Tombstone to Gutters Rd,Point(-77.751326 18.077043),6
27 may 2025,JM,null,Dyke Rd,Point(-76.876832 18.003056),5
27 may 2025,JM,null,A2 W,Point(-76.814105 18.027332),9
27 may 2025,JM,null,A2 W - Washington Blvd,Point(-76.816232 18.026881),5
27 may 2025,JM,Morant Bay,A4 - Morant Bay to Lyssons Rd,Point(-76.400946 17.88213),5
27 may 2025,JM,null,A4 - Port Morant to Stokes Hall Rd,Point(-76.321556 17.890527),5
27 may 2025,JM,null,Dyke Rd,Point(-76.877959 18.00361),5
27 may 2025,JM,null,E Kings House Rd,Point(-76.776462 18.029919),5
27 may 2025,JM,null,Exit to Red Hills Rd,Point(-76.806126 18.026999),5
27 may 2025,JM,Leith Hall,A4 - Prospect to Port Morant Rd,Point(-76.341191 17.87505),5
27 may 2025,JM,null,A4 - Southern Coastal Highway,Point(-76.655027 17.936028),6
27 may 2025,JM,Downtown Kingston,Harbour St,Point(-76.785988 17.965593),6
27 may 2025,JM,null,A4 - White Horses to Rozelle Rd,Point(-76.464152 17.872342),6
27 may 2025,JM,null,Braeton Rd,Point(-76.908426 17.951674),7
27 may 2025,JM,null,Hope Rd,Point(-76.787232 18.01582),5
27 may 2025,JM,Kingston 6,Hope Rd,Point(-76.770561 18.020916),6
27 may 2025,JM,null,Marcus Garvey Dr,Point(-76.826073 17.986666),6
27 may 2025,JM,null,Marcus Garvey Dr,Point(-76.825768 17.986281),6
27 may 2025,JM,null,T1 (E) - East West Hwy,Point(-77.007951 17.966024),7
27 may 2025,JM,Delacree Pen,Hopewell Ln,Point(-76.818454 17.98885),5
27 may 2025,JM,Kingston 10,Kings Ave,Point(-76.801715 18.004814),5
27 may 2025,JM,null,T1 (W) - East West Hwy,Point(-77.139161 17.920962),10
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-77.166987 18.411357),6
27 may 2025,JM,Kingston 10,Lady Musgrave Rd,Point(-76.77859 18.012487),9
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-77.034103 18.159718),7
27 may 2025,JM,null,A1 - North Coast Highway,Point(-77.898785 18.507842),5
27 may 2025,JM,Delacree Pen,Little Bell Rd,Point(-76.823682 17.996238),5
27 may 2025,JM,null,A1 - Spanish Town Rd,Point(-76.812806 17.987088),5
27 may 2025,JM,null,A3 (S) - Constant Spring Rd,Point(-76.795621 18.031786),10
27 may 2025,JM,Bull Bay,A4 - Harbour View to Bull Bay Rd,Point(-76.664984 17.940783),9
27 may 2025,JM,Bull Bay,A4 - Southern Coastal Highway,Point(-76.663093 17.941172),6
27 may 2025,JM,null,Marescaux Rd,Point(-76.7862 17.988501),5
27 may 2025,JM,null,Molynes Rd,Point(-76.801766 18.012764),5
27 may 2025,JM,Mandeville,null,Point(-77.528756 18.012225),5
27 may 2025,JM,Mandeville,null,Point(-77.486128 18.05345),5
27 may 2025,JM,Kingston 3,Mountain View Ave,Point(-76.76212 17.982668),5
27 may 2025,JM,null,null,Point(-76.898955 17.960565),5
27 may 2025,JM,Montego Bay,A1 - Alice Eldemire Dr,Point(-77.923143 18.454483),5
27 may 2025,JM,Delacree Pen,Oakland Rd,Point(-76.817514 17.995555),5
27 may 2025,JM,Hopewell,A1 - Kew Bridge to Great River Rd,Point(-78.021405 18.454364),10
27 may 2025,JM,Hopewell,A1 - Kew Bridge to Great River Rd,Point(-78.020528 18.454718),8
27 may 2025,JM,null,A1 - Kew Bridge to Lucea Rd,Point(-78.111073 18.450133),6
27 may 2025,JM,null,A1 - Lucea to Green Island Rd,Point(-78.211678 18.453361),5
27 may 2025,JM,Downtown Kingston,Ocean Blvd,Point(-76.797098 17.965878),5
27 may 2025,JM,Kingston 5,Old Hope Rd,Point(-76.778926 18.003532),5
27 may 2025,JM,Kingsland (Manchester),A2 - Greenvale Rd,Point(-77.547729 18.009291),8
27 may 2025,JM,null,A2 - Old Harbour Rd,Point(-76.975975 17.991117),8
27 may 2025,JM,null,A2 - Old Harbour Rd,Point(-76.984669 17.988884),10
27 may 2025,JM,null,A2 - Old Harbour Rd,Point(-76.975755 17.991147),10
27 may 2025,JM,null,A2 - Winston Jones Hwy,Point(-77.53023 18.040581),7
27 may 2025,JM,Golden Grove (St. Thomas),A4 - Golden Grove to Belle Castle Rd,Point(-76.272928 17.933605),5
27 may 2025,JM,Seven Miles,A4 - Harbour View to Bull Bay Rd,Point(-76.703564 17.948786),10
27 may 2025,JM,null,A4 - Port Morant to Stokes Hall Rd,Point(-76.317714 17.892293),10
27 may 2025,JM,Kingston 6,Old Hope Rd,Point(-76.771073 18.012508),5
27 may 2025,JM,null,Old Hope Rd,Point(-76.764835 18.019473),5
27 may 2025,JM,Downtown Kingston,Pechon St,Point(-76.79703 17.966085),5
27 may 2025,JM,Downtown Kingston,Port Royal St,Point(-76.800033 17.966215),6
27 may 2025,JM,Leith Hall,A4 - Prospect to Port Morant Rd,Point(-76.335319 17.882119),5
27 may 2025,JM,null,A4 - Prospect to Port Morant Rd,Point(-76.33374 17.884689),6
27 may 2025,JM,Greater Portmore,SE 4th Street,Point(-76.897352 17.939003),5
27 may 2025,JM,Nain,Alpart Road,Point(-77.594154 17.979296),5
27 may 2025,JM,Gutters (St. Elizabeth),Alpart Sports Club Rd,Point(-77.591944 17.985512),5
27 may 2025,JM,null,St. John's Rd,Point(-76.992097 18.006538),5
27 may 2025,JM,null,B5 - Main Rd,Point(-77.50189 18.199985),5
27 may 2025,JM,Beaufort,B7,Point(-77.947894 18.228769),6
27 may 2025,JM,null,B7,Point(-77.936338 18.21255),5
27 may 2025,JM,Chester Castle,B7 - Shettlewood to Chester Castle Rd,Point(-77.951213 18.331602),5
27 may 2025,JM,Kingston 10,Surbiton Rd,Point(-76.794426 18.013744),5
27 may 2025,JM,null,T1 (E) - East West Hwy,Point(-77.330668 17.95591),5
27 may 2025,JM,null,B7 - Shettlewood to Chester Castle Rd,Point(-77.951122 18.317384),10
27 may 2025,JM,null,B8 - Anchovy to Shettlewood Rd,Point(-77.937804 18.35708),6
27 may 2025,JM,null,T1 (W) - East West Hwy,Point(-77.251303 17.944106),5
27 may 2025,JM,Kingston 20,Blissett Ave,Point(-76.81142 18.03164),10
27 may 2025,JM,null,Braeton Rd,Point(-76.903423 17.953876),6
27 may 2025,JM,New Kingston,Trafalgar Rd,Point(-76.788316 18.010778),5
27 may 2025,JM,Waltham Gardens,Campbell Blvd,Point(-76.817994 18.012233),5
27 may 2025,JM,Waltham Gardens,Campbell Blvd,Point(-76.817538 18.012076),5
27 may 2025,JM,Franklyn Town,Camperdown Rd,Point(-76.771051 17.97577),5
27 may 2025,JM,Allerdyce Gardens,Charlton Ave,Point(-76.792833 18.037792),10
27 may 2025,JM,Kingston 10,Waterloo Rd,Point(-76.791831 18.021194),7
27 may 2025,JM,Kingston 10,Waterloo Rd,Point(-76.791092 18.01329),5
27 may 2025,JM,Washington Gardens,Coleyville Ave,Point(-76.845015 18.019479),7
27 may 2025,JM,Duhaney Park,Conway Dr,Point(-76.837657 18.036684),5
27 may 2025,JM,Kingston 10,West Kings House Rd,Point(-76.791303 18.02145),5
27 may 2025,JM,Kingston 20,Denver Cr,Point(-76.826243 18.025604),6
27 may 2025,JM,null,Dyke Rd,Point(-76.878048 18.003643),5
27 may 2025,JM,Six Miles,A1 - Spanish Town Rd,Point(-76.856257 18.025849),10
27 may 2025,JM,Greater Portmore,E Mid St,Point(-76.902606 17.946251),10
27 may 2025,JM,null,Entry to A2 - Dunrobin Ave,Point(-76.805353 18.026984),8
27 may 2025,JM,Meadowbrook,Fairdene Ave,Point(-76.81767 18.043356),7
27 may 2025,JM,Spanish Town,Fairfield Rd,Point(-76.986719 18.007204),6
27 may 2025,JM,null,A1 - Green Island to Negril Rd,Point(-78.334803 18.368374),5
27 may 2025,JM,null,A1 - North Coast Highway,Point(-77.469981 18.476438),6
27 may 2025,JM,Spanish Town,Gordon Blvd,Point(-76.95771 18.002203),10
27 may 2025,JM,Spanish Town,Gordon Blvd,Point(-76.957316 18.000131),5
27 may 2025,JM,Gutters (St. Elizabeth),Gutters to Downs Rd,Point(-77.588107 17.991992),7
27 may 2025,JM,Kingston 10,Hagley Park Rd,Point(-76.814132 18.006214),5
27 may 2025,JM,null,A1 - Spanish Town Rd,Point(-76.834878 18.006955),6
27 may 2025,JM,Havendale,Havendale Dr,Point(-76.812408 18.046325),10
27 may 2025,JM,New Kingston,Holborn Rd,Point(-76.789784 18.010264),10
27 may 2025,JM,Kingsland (Manchester),Kingsland Main Rd,Point(-77.549809 18.008152),10
27 may 2025,JM,Kingsland (Manchester),Kingsland Main Rd,Point(-77.547373 18.009703),10
27 may 2025,JM,Bull Bay,A4 - Harbour View to Bull Bay Rd,Point(-76.664376 17.940944),6
27 may 2025,JM,Leith Hall,A4 - Prospect to Port Morant Rd,Point(-76.337777 17.878007),5
27 may 2025,JM,Bull Bay,A4 - Southern Coastal Highway,Point(-76.662148 17.941373),5
27 may 2025,JM,Kingsland (Manchester),Kingsland Main Rd,Point(-77.55128 18.006664),9
27 may 2025,JM,Bog Walk,Linstead Main Rd,Point(-77.023633 18.126095),5
27 may 2025,JM,Kingston 10,Dukharan Ave,Point(-76.802023 18.028099),5
27 may 2025,JM,Bog Walk,Linstead Main Rd,Point(-77.022823 18.125174),5
27 may 2025,JM,Montego Bay,Lower Bevin Ave,Point(-77.921202 18.465944),6
27 may 2025,JM,null,Industrial Ter,Point(-76.803018 17.97721),5
27 may 2025,JM,Liguanea,Old Hope Rd,Point(-76.765551 18.019626),10
27 may 2025,JM,null,Pedro Cross to Junction Rd,Point(-77.705624 17.884278),5
27 may 2025,JM,Mandeville,Perth Rd,Point(-77.521409 18.026078),5
27 may 2025,JM,Downtown Kingston,Port Royal St,Point(-76.795595 17.965844),5
27 may 2025,JM,null,Mahoe Dr,Point(-76.763636 18.011888),5
27 may 2025,JM,null,T1 (E) - East West Hwy,Point(-76.954898 17.973477),5
27 may 2025,JM,Downtown Kingston,Port Royal St,Point(-76.796071 17.965884),6
27 may 2025,JM,Downtown Kingston,Port Royal St,Point(-76.7924 17.965616),10
27 may 2025,JM,null,T1 (W) - East West Hwy,Point(-76.919299 17.984706),7
27 may 2025,JM,Kingston 6,Seymour Ave,Point(-76.773721 18.015844),10
27 may 2025,JM,Kingston 10,St. James Ave,Point(-76.802697 17.998595),6
27 may 2025,JM,Spanish Town,Twickenham Dr,Point(-76.943234 17.997985),5
27 may 2025,JM,null,Sundown Cr,Point(-76.815853 18.020434),5
27 may 2025,JM,Kingston 10,Surbiton Rd,Point(-76.794796 18.015222),8
27 may 2025,JM,Kingston 8,Whitehall Ave,Point(-76.802913 18.040558),5
27 may 2025,JM,Old England,Wind Hill to Patrick Town Rd,Point(-77.466341 17.986121),5
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-77.038604 18.202355),10
27 may 2025,JM,null,A1 (W) - Nelson Mandela Highway,Point(-76.872747 18.024785),6
27 may 2025,JM,Downtown Kingston,A4 - East Queen St,Point(-76.790974 17.9711),5
27 may 2025,JM,Downtown Kingston,A4 - East Queen St,Point(-76.791099 17.971137),5
27 may 2025,JM,null,A2 E - Washington Blvd,Point(-76.816775 18.026869),7
27 may 2025,JM,Downtown Kingston,A4 - East Queen St,Point(-76.790728 17.97109),5
27 may 2025,JM,Downtown Kingston,Duke St,Point(-76.790644 17.970879),5
27 may 2025,JM,null,A2 W - Washington Blvd,Point(-76.814761 18.027218),10
27 may 2025,JM,Spanish Town,Ferdie Nieta Blvd,Point(-76.945428 17.995898),5
27 may 2025,JM,Three Miles,> Portia Miller Simpson Sq,Point(-76.82653 17.999477),9
27 may 2025,JM,null,A1 (W) - Nelson Mandela Highway,Point(-76.888182 18.01578),10
27 may 2025,JM,null,A1 (W) - Nelson Mandela Highway,Point(-76.886342 18.017029),5
27 may 2025,JM,null,A2 W - Washington Blvd,Point(-76.812827 18.027426),5
27 may 2025,JM,null,A1 (W) - Nelson Mandela Highway,Point(-76.889663 18.01478),7
27 may 2025,JM,null,A1 (W) - Nelson Mandela Highway,Point(-76.877681 18.022733),6
27 may 2025,JM,null,A1 (W) - Nelson Mandela Highway,Point(-76.857312 18.025861),6
27 may 2025,JM,null,A1 (W) - Nelson Mandela Highway,Point(-76.874327 18.024265),5
27 may 2025,JM,null,A1 - North Coast Highway,Point(-77.567439 18.472558),7
27 may 2025,JM,null,A1 - North Coast Highway,Point(-77.590774 18.475309),5
27 may 2025,JM,Rose Hall,A1 - North Coast Highway,Point(-77.813397 18.519923),5
27 may 2025,JM,null,A1 - Spanish Town Rd,Point(-76.834257 18.006398),5
27 may 2025,JM,Stokes Hall,A4 - Golden Grove to Belle Castle Rd,Point(-76.285816 17.924878),5
27 may 2025,JM,Stokes Hall,A4 - Golden Grove to Belle Castle Rd,Point(-76.284056 17.925175),5
27 may 2025,JM,Golden Grove (St. Thomas),A4 - Golden Grove to Belle Castle Rd,Point(-76.280975 17.927989),5
27 may 2025,JM,Bull Bay,A4 - Harbour View to Bull Bay Rd,Point(-76.666107 17.940591),5
27 may 2025,JM,Morant Bay,A4 - Morant Bay to Lyssons Rd,Point(-76.40292 17.881436),6
27 may 2025,JM,Six Miles,A2 (E) - Washington Blvd,Point(-76.853105 18.026018),5
27 may 2025,JM,null,A2 (W) - Melrose Hill Byp,Point(-77.446336 18.056422),8
27 may 2025,JM,null,A4 - White Horses to Rozelle Rd,Point(-76.465193 17.872568),7
27 may 2025,JM,Kingston,A2 (W) - Washington Blvd,Point(-76.852599 18.025896),5
27 may 2025,JM,Kingston,A2 (W) - Washington Blvd,Point(-76.849367 18.025924),5
27 may 2025,JM,Shettle Wood,B7 - Shettlewood to Chester Castle Rd,Point(-77.946477 18.338631),5
27 may 2025,JM,null,A2 - Melrose Hill Byp,Point(-77.463421 18.067366),8
27 may 2025,JM,null,A2 - Melrose Hill Byp,Point(-77.463912 18.067778),8
27 may 2025,JM,Spur Tree,A2 - Spur Tree Rd,Point(-77.583549 18.013073),6
27 may 2025,JM,null,A2 E - Dunrobin Ave,Point(-76.798003 18.025078),9
27 may 2025,JM,Shettle Wood,B8 - Shettlewood to Mackfield Rd,Point(-77.948957 18.345),5
27 may 2025,JM,Liguanea,Munroe Rd,Point(-76.767156 18.017684),9
27 may 2025,JM,null,A3 - North Coast Highway,Point(-77.129003 18.416279),5
27 may 2025,JM,null,A4 - Grants Pen to Albion Rd,Point(-76.610036 17.895353),5
27 may 2025,JM,Kingston 6,Seaview Ave,Point(-76.77477 18.01047),6
27 may 2025,JM,null,B8 - Long Hill Rd,Point(-77.947598 18.435511),5
27 may 2025,JM,null,Braeton Rd,Point(-76.912457 17.949902),6
27 may 2025,JM,null,T1 (W) - East West Hwy,Point(-76.964686 17.973369),5
27 may 2025,JM,Allerdyce Gardens,Charlton Ave,Point(-76.791019 18.037688),5
27 may 2025,JM,null,Hope Rd,Point(-76.79089 18.013257),6
27 may 2025,JM,null,Hope Rd,Point(-76.783895 18.017427),8
27 may 2025,JM,null,T1 (E) - East West Hwy,Point(-77.202033 17.932276),7
27 may 2025,JM,null,T2 Kingston - Portmore Toll Rd,Point(-76.858976 17.966847),8
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-77.150145 18.349055),6
27 may 2025,JM,null,T1 (E) - East West Hwy,Point(-77.407347 18.007089),5
27 may 2025,JM,null,T1 (W) - East West Hwy,Point(-77.318622 17.956186),5
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-76.934831 18.0273),10
27 may 2025,JM,null,T1 (W) - East West Hwy,Point(-77.227793 17.936065),9
27 may 2025,JM,null,T1 (W) - East West Hwy,Point(-77.399476 17.99826),5
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-77.041097 18.127374),6
27 may 2025,JM,null,T2 Kingston - Portmore Toll Rd,Point(-76.828606 17.990941),8
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-76.945291 18.028327),6
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-77.037511 18.200648),10
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-76.940802 18.027873),5
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-77.039228 18.138044),8
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-77.033781 18.159011),9
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-77.08134 18.220935),5
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-76.938229 18.027495),10
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-77.025182 18.100234),6
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-76.968589 18.036719),10
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-77.033567 18.158534),10
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-76.959769 18.034888),8
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-77.010741 18.090747),10
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-77.03966 18.16968),6
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-77.123559 18.283614),10
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-77.03893 18.191024),8
27 may 2025,JM,Kingston 10,null,Point(-76.779283 18.007431),5
27 may 2025,JM,Holland Mountain,A2 - Luana to Tombstone Rd,Point(-77.797756 18.108126),5
27 may 2025,JM,Kingston 10,Waterloo Rd,Point(-76.791839 18.015317),6
27 may 2025,JM,null,A1 - North Coast Highway,Point(-77.558257 18.471656),5
27 may 2025,JM,null,Maxfield Ave,Point(-76.810552 17.986846),6
27 may 2025,JM,null,A1 - North Coast Highway,Point(-77.568664 18.472542),6
27 may 2025,JM,null,A1 - North Coast Highway,Point(-77.595829 18.480915),7
27 may 2025,JM,null,A1 - Kew Bridge to Great River Rd,Point(-78.103602 18.450202),10
27 may 2025,JM,Falmouth,Falmouth St,Point(-77.652118 18.491816),5
27 may 2025,JM,Montego Bay,Queens Dr,Point(-77.927184 18.480643),6
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-77.044187 18.20532),7
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-77.14632 18.341786),9
27 may 2025,JM,Sandy Bay (Hanover),A1 - Kew Bridge to Great River Rd,Point(-78.086468 18.449784),5
27 may 2025,JM,Point,A1 - Kew Bridge to Great River Rd,Point(-78.142887 18.459465),5
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-77.150907 18.349863),7
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-77.037431 18.141126),6
27 may 2025,JM,Hopewell,A1 - Kew Bridge to Great River Rd,Point(-78.035628 18.453911),10
27 may 2025,JM,Montego Bay,A1 - Howard Cook Blvd,Point(-77.924309 18.470073),7
27 may 2025,JM,Montego Bay,Barnett St,Point(-77.914881 18.463954),5
27 may 2025,JM,null,A1 - North Coast Highway,Point(-77.691399 18.489865),8
27 may 2025,JM,Montego Bay,Montego Bay Sport Complex,Point(-77.920957 18.458822),6
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-76.999562 18.078567),8
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-77.110794 18.251574),5
27 may 2025,JM,null,T3 - Edward Seaga Highway,Point(-77.040305 18.121872),5
27 may 2025,JM,null,A1 - Spanish Town Rd,Point(-76.830983 18.003409),7
27 may 2025,JM,Lacovia,A2 - Luana to Tombstone Rd,Point(-77.774452 18.096275),5
27 may 2025,JM,null,A1 (W) - Nelson Mandela Highway,Point(-76.893267 18.012354),7
27 may 2025,JM,null,A1 (W) - Nelson Mandela Highway,Point(-76.868224 18.025622),5
27 may 2025,JM,Golden Grove (St. Thomas),A4 - Golden Grove to Belle Castle Rd,Point(-76.276471 17.931608),5
27 may 2025,JM,null,A1 (W) - Nelson Mandela Highway,Point(-76.865606 18.025733),5
27 may 2025,JM,null,A1 (W) - Nelson Mandela Highway,Point(-76.878622 18.022171),5
27 may 2025,JM,Bull Bay,A4 - Harbour View to Bull Bay Rd,Point(-76.666742 17.940651),9
27 may 2025,JM,null,A1 (W) - Nelson Mandela Highway,Point(-76.872268 18.024938),5
27 may 2025,JM,null,A1 - North Coast Highway,Point(-77.777949 18.516204),5
27 may 2025,JM,null,A1 - Spanish Town Rd,Point(-76.810336 17.984875),5
27 may 2025,JM,null,A1 - Spanish Town Rd,Point(-76.847904 18.018872),5
27 may 2025,JM,null,A4 - Port Morant to Stokes Hall Rd,Point(-76.308862 17.897979),5
27 may 2025,JM,null,A4 - Port Morant to Stokes Hall Rd,Point(-76.311525 17.897163),5
27 may 2025,JM,null,A1 - Spanish Town Rd > Six Miles,Point(-76.852751 18.023236),6
27 may 2025,JM,Kingston,A2 (W) - Washington Blvd,Point(-76.842967 18.026022),5
27 may 2025,JM,Kingston,A2 (W) - Washington Blvd,Point(-76.842743 18.026026),5
27 may 2025,JM,Kingston,A2 (W) - Washington Blvd,Point(-76.856066 18.025868),8
27 may 2025,JM,null,A3 (S) - Constant Spring Rd,Point(-76.795443 18.033239),5
27 may 2025,JM,Half Way Tree,A3 - Eastwood Park Rd,Point(-76.797492 18.018083),5
27 may 2025,JM,Cross Roads,A3 - Half Way Tree Rd,Point(-76.788319 17.99442),5
27 may 2025,JM,Barbican,Barbican Rd,Point(-76.772754 18.030731),5
27 may 2025,JM,Leith Hall,A4 - Prospect to Port Morant Rd,Point(-76.338941 17.876286),5
27 may 2025,JM,null,A4 - Sir Florizel Glaspole Blvd,Point(-76.750351 17.969234),10
27 may 2025,JM,Nain,Alpart Road,Point(-77.591022 17.986802),6
27 may 2025,JM,Nain,Alpart Road,Point(-77.598498 17.976359),8
27 may 2025,JM,Barbican,Barbican Rd,Point(-76.779669 18.031782),5
27 may 2025,JM,Kingston 8,Barbican Rd,Point(-76.78559 18.030783),5
27 may 2025,JM,null,B5 - Main Rd,Point(-77.500115 18.185937),5
27 may 2025,JM,Barbican,Barbican Rd,Point(-76.767408 18.028319),5
27 may 2025,JM,Spanish Town,Brunswick Ave,Point(-76.963407 18.002874),5
27 may 2025,JM,Bryce,B5 - Main Rd,Point(-77.500167 18.194051),6
27 may 2025,JM,Seaview Gardens,Chesterfield Dr,Point(-76.836481 18.006927),5
27 may 2025,JM,Kingston 10,Chisholm Ave,Point(-76.804591 18.002102),5
27 may 2025,JM,Montego Bay,Dudley Kassin Dr,Point(-77.91475 18.465205),5
27 may 2025,JM,Kingston 6,E Kings House Rd,Point(-76.779681 18.024375),6
27 may 2025,JM,null,B7,Point(-77.956621 18.271763),6
27 may 2025,JM,Woodstock,B7 - Darliston to Woodstock Rd,Point(-77.957465 18.252917),5
27 may 2025,JM,Eltham,Exchange Rd,Point(-77.069808 18.407898),6
27 may 2025,JM,Eltham,Exchange Rd,Point(-77.071931 18.411614),5
27 may 2025,JM,null,B8 - Anchovy to Shettlewood Rd,Point(-77.933228 18.376528),8
27 may 2025,JM,Port Henderson,Fort Augusta Dr,Point(-76.874341 17.95165),5
27 may 2025,JM,Kingston 10,Lady Musgrave Rd,Point(-76.780008 18.014355),5
27 may 2025,JM,Shettle Wood,B8 - Shettlewood to Mackfield Rd,Point(-77.95859 18.347208),5
