Date,Country,Street,LATITUDE,LONGITUDE,Date_cleaned,DatePython,Date_numeric,WeekdayNum,Weekday,Month,WeekNum
2 jun 2025,JM,B15 - Barnett to Adelphi Rd,18.462561,-77.914311,2 Jun 2025,2025-06-02,1748822400.0,0,Monday,6,23
2 jun 2025,JM,A2 (E) - Washington Blvd,18.026044,-76.848838,2 Jun 2025,2025-06-02,1748822400.0,0,Monday,6,23
2 jun 2025,JM,Old Stony Hill Rd,18.070484,-76.798629,2 Jun 2025,2025-06-02,1748822400.0,0,Monday,6,23
2 jun 2025,JM,A1 (W) - Nelson Mandela Highway,18.02541,-76.87008,2 Jun 2025,2025-06-02,1748822400.0,0,Monday,6,23
2 jun 2025,JM,East Ave,17.981953,-76.813756,2 Jun 2025,2025-06-02,1748822400.0,0,Monday,6,23
2 jun 2025,JM,Portmore Pkwy,17.962926,-76.873523,2 Jun 2025,2025-06-02,1748822400.0,0,Monday,6,23
2 jun 2025,JM,Sun Valley Rd,18.480238,-77.906709,2 Jun 2025,2025-06-02,1748822400.0,0,Monday,6,23
2 jun 2025,JM,Elm Cr,18.007637,-76.815491,2 Jun 2025,2025-06-02,1748822400.0,0,Monday,6,23
2 jun 2025,JM,Knutsford Blvd,18.003437,-76.788559,2 Jun 2025,2025-06-02,1748822400.0,0,Monday,6,23
2 jun 2025,JM,Langston Rd,17.981141,-76.765871,2 Jun 2025,2025-06-02,1748822400.0,0,Monday,6,23
2 jun 2025,JM,T1 (W) - East West Hwy,17.920303,-77.143005,2 Jun 2025,2025-06-02,1748822400.0,0,Monday,6,23
2 jun 2025,JM,Portmore Pkwy,17.970008,-76.870401,2 Jun 2025,2025-06-02,1748822400.0,0,Monday,6,23
2 jun 2025,JM,T1 (W) - East West Hwy,17.97337,-76.956471,2 Jun 2025,2025-06-02,1748822400.0,0,Monday,6,23
2 jun 2025,JM,Marcus Garvey Dr,17.9688,-76.804758,2 Jun 2025,2025-06-02,1748822400.0,0,Monday,6,23
2 jun 2025,JM,A4 - Golden Grove to Belle Castle Rd,17.997613,-76.259315,2 Jun 2025,2025-06-02,1748822400.0,0,Monday,6,23
2 jun 2025,JM,T3 - Edward Seaga Highway,18.203496,-77.040801,2 Jun 2025,2025-06-02,1748822400.0,0,Monday,6,23
2 jun 2025,JM,A1 - Green Island to Negril Rd,18.365183,-78.33822,2 Jun 2025,2025-06-02,1748822400.0,0,Monday,6,23
2 jun 2025,JM,A4 - Southern Coastal Highway,17.941347,-76.66228,2 Jun 2025,2025-06-02,1748822400.0,0,Monday,6,23
2 jun 2025,JM,T3 - Edward Seaga Highway,18.026641,-76.931592,2 Jun 2025,2025-06-02,1748822400.0,0,Monday,6,23
2 jun 2025,JM,A3 - Constant Spring Rd,18.018611,-76.796453,2 Jun 2025,2025-06-02,1748822400.0,0,Monday,6,23
2 jun 2025,JM,A2 - Luana to Tombstone Rd,18.091178,-77.847731,2 Jun 2025,2025-06-02,1748822400.0,0,Monday,6,23
2 jun 2025,JM,T3 - Edward Seaga Highway,18.138048,-77.039225,2 Jun 2025,2025-06-02,1748822400.0,0,Monday,6,23
2 jun 2025,JM,A1 - Kew Bridge to Great River Rd,18.454763,-78.020415,2 Jun 2025,2025-06-02,1748822400.0,0,Monday,6,23
2 jun 2025,JM,,17.993581,-76.784053,2 Jun 2025,2025-06-02,1748822400.0,0,Monday,6,23
2 jun 2025,JM,Camp Rd,17.989607,-76.780533,2 Jun 2025,2025-06-02,1748822400.0,0,Monday,6,23
